"term","estimate","se","low","high","p","n","clusters","outcome","adjustment","transform","rule","missing","clustering"
"application",0.117117400374114,0.0926095547065479,-0.0740193263777423,0.30825412712597,0.218144885920753,621,25,"tol3","explanatory","raw","exclude_reporting_conflict","complete","township"
"application",0.117117400374114,0.0988088965604079,-0.0778777281245601,0.312112528872788,0.237490896575391,621,178,"tol3","explanatory","raw","exclude_reporting_conflict","complete","village"
"application",0.105334748689753,0.0942223600919737,-0.0891306447772695,0.299800142156775,0.274659540510815,623,25,"tol3","explanatory","raw","exclude_reporting_conflict","median_mode_sensitivity","township"
"application",0.105334748689753,0.100584424402962,-0.0931643080164405,0.303833805395946,0.2964227158868,623,178,"tol3","explanatory","raw","exclude_reporting_conflict","median_mode_sensitivity","village"
"application",0.0318740381916594,0.0967956172819407,-0.167902297088435,0.231650373471754,0.744791384368798,625,25,"tol4","none","log","retain","complete","township"
"application",0.0318740381916594,0.0823583078588238,-0.130656557563416,0.194404633946735,0.699208786226194,625,178,"tol4","none","log","retain","complete","village"
"application",0.0237670204309308,0.095383563139708,-0.173094978336068,0.22062901919793,0.805346993821004,618,25,"tol4","none","log","exclude_extreme_loss","complete","township"
"application",0.0237670204309308,0.081630100559497,-0.137326489385035,0.184860530246896,0.771273601486213,618,178,"tol4","none","log","exclude_extreme_loss","complete","village"
"application",0.0274763141097268,0.0951722160130385,-0.168949485626535,0.223902113845989,0.775289100198759,623,25,"tol4","none","log","exclude_reporting_conflict","complete","township"
"application",0.0274763141097268,0.0815061500149435,-0.133372584611448,0.188325212830902,0.736435449981454,623,178,"tol4","none","log","exclude_reporting_conflict","complete","village"
"application",-0.140154015846863,0.0817016468033341,-0.308777927166905,0.028469895473179,0.0991496843215258,625,25,"tol4","background","log","retain","complete","township"
"application",-0.140154015846863,0.0800771717393114,-0.298182887099071,0.0178748554053445,0.0818102174031157,625,178,"tol4","background","log","retain","complete","village"
"application",-0.138736140672754,0.082881487656239,-0.309795123832057,0.0323228424865483,0.1071334864129,618,25,"tol4","background","log","exclude_extreme_loss","complete","township"
"application",-0.138736140672754,0.0808429798042999,-0.298276301365852,0.0208040200203435,0.0878899476343458,618,178,"tol4","background","log","exclude_extreme_loss","complete","village"
"application",-0.149358486208858,0.0804566787912502,-0.315412909839487,0.0166959374217719,0.0757171647088244,623,25,"tol4","background","log","exclude_reporting_conflict","complete","township"
"application",-0.149358486208858,0.0786382101482302,-0.304547628346329,0.00583065592861409,0.0591499428643146,623,178,"tol4","background","log","exclude_reporting_conflict","complete","village"
"application",-0.180718505269924,0.0723961934110919,-0.330136904718421,-0.0313001058214276,0.0198191794291832,625,25,"tol4","resources","log","retain","complete","township"
"application",-0.180718505269924,0.0791087389119085,-0.336836215784634,-0.0246007947552149,0.0235333207347578,625,178,"tol4","resources","log","retain","complete","village"
"application",-0.182294002406507,0.0751149001476707,-0.337323536778118,-0.0272644680348968,0.0231065689608989,618,25,"tol4","resources","log","exclude_extreme_loss","complete","township"
"application",-0.182294002406507,0.0796521879429449,-0.339484186325215,-0.0251038184877996,0.0232828596684263,618,178,"tol4","resources","log","exclude_extreme_loss","complete","village"
"application",-0.18633482760387,0.0720948652916733,-0.335131316380121,-0.0375383388276195,0.0162608995864539,623,25,"tol4","resources","log","exclude_reporting_conflict","complete","township"
"application",-0.18633482760387,0.0784872711218736,-0.341226098032777,-0.0314435571749636,0.0186637031355274,623,178,"tol4","resources","log","exclude_reporting_conflict","complete","village"
"application",-0.168117399746111,0.0785362070071951,-0.330208164423982,-0.00602663506824003,0.0426691870114329,625,25,"tol4","resources","raw","retain","complete","township"
"application",-0.168117399746111,0.0800765994278217,-0.326145141566088,-0.0100896579261339,0.0371946242943377,625,178,"tol4","resources","raw","retain","complete","village"
"application",-0.172813143660874,0.080658582159931,-0.339284275363712,-0.00634201195803696,0.0425014130742088,618,25,"tol4","resources","raw","exclude_extreme_loss","complete","township"
"application",-0.172813143660874,0.080869356630524,-0.332405357891639,-0.0132209294301095,0.033975869752199,618,178,"tol4","resources","raw","exclude_extreme_loss","complete","village"
"application",-0.175823399041628,0.0773222133925321,-0.33540860404437,-0.0162381940388854,0.0322024983772151,623,25,"tol4","resources","raw","exclude_reporting_conflict","complete","township"
"application",-0.175823399041628,0.0788451996470498,-0.331421026096199,-0.0202257719870562,0.0270057327908998,623,178,"tol4","resources","raw","exclude_reporting_conflict","complete","village"
"application",-0.147816781440868,0.0700825980801814,-0.292460154813709,-0.00317340806802677,0.0455489204285035,625,25,"tol4","conflict","log","retain","complete","township"
"application",-0.147816781440868,0.0787721709321014,-0.303270289452002,0.00763672657026529,0.0622311403845526,625,178,"tol4","conflict","log","retain","complete","village"
"application",-0.145157651166802,0.0733076240697575,-0.296457151040742,0.00614184870713902,0.0592667903908083,618,25,"tol4","conflict","log","exclude_extreme_loss","complete","township"
"application",-0.145157651166802,0.0793588477690541,-0.301768940806827,0.0114536384732243,0.0690628925124258,618,178,"tol4","conflict","log","exclude_extreme_loss","complete","village"
"application",-0.153497097423365,0.0697974391686733,-0.297551931728909,-0.0094422631178204,0.0377420594228636,623,25,"tol4","conflict","log","exclude_reporting_conflict","complete","township"
"application",-0.153497097423365,0.0781755722331417,-0.307773243435575,0.000779048588844922,0.0511555229005134,623,178,"tol4","conflict","log","exclude_reporting_conflict","complete","village"
"application",-0.133843033530883,0.0775727683538558,-0.29394535855791,0.0262592914961438,0.09731347589718,625,25,"tol4","conflict","raw","retain","complete","township"
"application",-0.133843033530883,0.079654504514657,-0.291037789104719,0.0233517220429525,0.0946640111468542,625,178,"tol4","conflict","raw","retain","complete","village"
"application",-0.134435650941457,0.0799191050191417,-0.299380576837062,0.0305092749541489,0.105508182559814,618,25,"tol4","conflict","raw","exclude_extreme_loss","complete","township"
"application",-0.134435650941457,0.0802037132764244,-0.292714246501381,0.0238429446184672,0.095468882449929,618,178,"tol4","conflict","raw","exclude_extreme_loss","complete","village"
"application",-0.141874885206686,0.0764368832566628,-0.299632858615442,0.0158830882020694,0.0757583333154334,623,25,"tol4","conflict","raw","exclude_reporting_conflict","complete","township"
"application",-0.141874885206686,0.0784922478923373,-0.296775977079105,0.0130262066657326,0.0723820016803271,623,178,"tol4","conflict","raw","exclude_reporting_conflict","complete","village"
"application",-0.182674300799724,0.0701887067273992,-0.327536671656935,-0.0378119299425137,0.0156117853694284,623,25,"tol4","explanatory","log","retain","complete","township"
"application",-0.182674300799724,0.076894417902663,-0.334422143572098,-0.0309264580273504,0.018586805458477,623,178,"tol4","explanatory","log","retain","complete","village"
"application",-0.184694251239653,0.0700338062345555,-0.329236923192488,-0.0401515792868182,0.0144340081951774,625,25,"tol4","explanatory","log","retain","median_mode_sensitivity","township"
"application",-0.184694251239653,0.0764711912493672,-0.335606874325174,-0.0337816281541327,0.0167436172875575,625,178,"tol4","explanatory","log","retain","median_mode_sensitivity","village"
"application",-0.178958637746212,0.0736055053293456,-0.330872934323353,-0.0270443411690721,0.0228813031830634,616,25,"tol4","explanatory","log","exclude_extreme_loss","complete","township"
"application",-0.178958637746212,0.0776163919089531,-0.332131265320663,-0.0257860101717622,0.0222880889251117,616,178,"tol4","explanatory","log","exclude_extreme_loss","complete","village"
"application",-0.180922746785701,0.0734519769460832,-0.332520176353457,-0.0293253172179454,0.0213294988963511,618,25,"tol4","explanatory","log","exclude_extreme_loss","median_mode_sensitivity","township"
"application",-0.180922746785701,0.0771971738047811,-0.333268065373435,-0.0285774281979679,0.0202066846464999,618,178,"tol4","explanatory","log","exclude_extreme_loss","median_mode_sensitivity","village"
"application",-0.188589673090209,0.069812451278006,-0.332675490866613,-0.0445038553138063,0.0124672890312682,621,25,"tol4","explanatory","log","exclude_reporting_conflict","complete","township"
"application",-0.188589673090209,0.0764317678390874,-0.339424495762802,-0.0377548504176171,0.0145596650136595,621,178,"tol4","explanatory","log","exclude_reporting_conflict","complete","village"
"application",-0.190631774771841,0.0696789508957594,-0.334442061301348,-0.0468214882423328,0.0115173174857816,623,25,"tol4","explanatory","log","exclude_reporting_conflict","median_mode_sensitivity","township"
"application",-0.190631774771841,0.0759770669128837,-0.340569264627045,-0.0406942849166362,0.0130032877508345,623,178,"tol4","explanatory","log","exclude_reporting_conflict","median_mode_sensitivity","village"
"application",-0.180450036792302,0.0729354889733263,-0.330981487575986,-0.0299185860086165,0.0208179188020791,623,25,"tol4","explanatory","raw","retain","complete","township"
"application",-0.180450036792302,0.0769157817316636,-0.33224004016687,-0.0286600334177332,0.0200795693081277,623,178,"tol4","explanatory","raw","retain","complete","village"
"application",-0.181851651590531,0.0739036960699112,-0.334381383608215,-0.0293219195728461,0.0214471433649251,625,25,"tol4","explanatory","raw","retain","median_mode_sensitivity","township"
"application",-0.181851651590531,0.076483184398077,-0.332787942641742,-0.0309153605393189,0.0184886518988082,625,178,"tol4","explanatory","raw","retain","median_mode_sensitivity","village"
"application",-0.177632646911765,0.0756445816888023,-0.333755390254237,-0.0215099035692919,0.0274359044298795,616,25,"tol4","explanatory","raw","exclude_extreme_loss","complete","township"
"application",-0.177632646911765,0.0780555379669192,-0.33167191043686,-0.0235933833866696,0.0240610971124021,616,178,"tol4","explanatory","raw","exclude_extreme_loss","complete","village"
"application",-0.178989033479546,0.0766897929979595,-0.337268986939585,-0.020709080019506,0.0283003195290669,618,25,"tol4","explanatory","raw","exclude_extreme_loss","median_mode_sensitivity","township"
"application",-0.178989033479546,0.0776397319414116,-0.332207721609137,-0.0257703453499545,0.022305352758583,618,178,"tol4","explanatory","raw","exclude_extreme_loss","median_mode_sensitivity","village"
"application",-0.18738439831223,0.0721662169576206,-0.3363281496892,-0.0384406469352613,0.0158267463323784,621,25,"tol4","explanatory","raw","exclude_reporting_conflict","complete","township"
"application",-0.18738439831223,0.076403728990238,-0.338163887516637,-0.0366049091078242,0.0151542733650747,621,178,"tol4","explanatory","raw","exclude_reporting_conflict","complete","village"
"application",-0.188711263224314,0.0731011028172861,-0.339584524182334,-0.0378380022662952,0.0163737744743706,623,25,"tol4","explanatory","raw","exclude_reporting_conflict","median_mode_sensitivity","township"
"application",-0.188711263224314,0.0759172617438636,-0.338530730138023,-0.0388917963106054,0.0138555185021729,623,178,"tol4","explanatory","raw","exclude_reporting_conflict","median_mode_sensitivity","village"
"application",-0.248017678813548,0.0765233012341606,-0.40595401016176,-0.0900813474653354,0.00347656546377917,624,25,"tolerance3","none","log","retain","complete","township"
"application",-0.248017678813548,0.0724042587222474,-0.390904384615027,-0.105130973012068,0.000762925483329929,624,178,"tolerance3","none","log","retain","complete","village"
"application",-0.259684722077729,0.0740924627951723,-0.412604049468163,-0.106765394687295,0.00182028371434067,617,25,"tolerance3","none","log","exclude_extreme_loss","complete","township"
"application",-0.259684722077729,0.072672587134051,-0.403100962515875,-0.116268481639583,0.000454244122513618,617,178,"tolerance3","none","log","exclude_extreme_loss","complete","village"
"application",-0.254538607239035,0.0747994184712538,-0.408917019432469,-0.100160195045602,0.00234056496290021,622,25,"tolerance3","none","log","exclude_reporting_conflict","complete","township"
"application",-0.254538607239035,0.072464594613433,-0.39754438333949,-0.111532831138581,0.000563208713603198,622,178,"tolerance3","none","log","exclude_reporting_conflict","complete","village"
"application",-0.284439618325466,0.0812689019449331,-0.452170388154703,-0.116708848496229,0.00184245062981851,624,25,"tolerance3","background","log","retain","complete","township"
"application",-0.284439618325466,0.0788708794897441,-0.440087923450538,-0.128791313200394,0.000403646091196077,624,178,"tolerance3","background","log","retain","complete","village"
"application",-0.285041711486886,0.0813032860225278,-0.452843446564413,-0.117239976409359,0.00181563806917813,617,25,"tolerance3","background","log","exclude_extreme_loss","complete","township"
"application",-0.285041711486886,0.0796211371281988,-0.442170617951618,-0.127912805022155,0.000443646521615298,617,178,"tolerance3","background","log","exclude_extreme_loss","complete","village"
"application",-0.296172395307589,0.0807791292567209,-0.4628923239901,-0.129452466625079,0.00121824159070023,622,25,"tolerance3","background","log","exclude_reporting_conflict","complete","township"
"application",-0.296172395307589,0.0793192748225816,-0.452705589431411,-0.139639201183768,0.000253953643425139,622,178,"tolerance3","background","log","exclude_reporting_conflict","complete","village"
"application",-0.325253448668089,0.0762484667004292,-0.482622549417448,-0.167884347918731,0.000268722735659171,624,25,"tolerance3","resources","log","retain","complete","township"
"application",-0.325253448668089,0.0804833618276497,-0.484083918675344,-0.166422978660834,7.91760109763636e-05,624,178,"tolerance3","resources","log","retain","complete","village"
"application",-0.330580751956001,0.0765695733120272,-0.488612584179165,-0.172548919732836,0.000235652577557479,617,25,"tolerance3","resources","log","exclude_extreme_loss","complete","township"
"application",-0.330580751956001,0.0809878456141676,-0.490406799124847,-0.170754704787155,6.75327142591613e-05,617,178,"tolerance3","resources","log","exclude_extreme_loss","complete","village"
"application",-0.333173890623838,0.0765855017853773,-0.491238597600239,-0.175109183647437,0.000216713030587917,622,25,"tolerance3","resources","log","exclude_reporting_conflict","complete","township"
"application",-0.333173890623838,0.081246570927559,-0.493510521125631,-0.172837260122045,6.26839731815468e-05,622,178,"tolerance3","resources","log","exclude_reporting_conflict","complete","village"
"application",-0.309180878889238,0.0794390956705243,-0.473135114180665,-0.145226643597812,0.000691852117191291,624,25,"tolerance3","resources","raw","retain","complete","township"
"application",-0.309180878889238,0.0803340426662208,-0.467716673922035,-0.150645083856441,0.000165658777109696,624,178,"tolerance3","resources","raw","retain","complete","village"
"application",-0.318130485628355,0.0786404314684738,-0.480436359021945,-0.155824612234764,0.000469791933844025,617,25,"tolerance3","resources","raw","exclude_extreme_loss","complete","township"
"application",-0.318130485628355,0.0811420537844976,-0.478260856021483,-0.158000115235226,0.000126106087343265,617,178,"tolerance3","resources","raw","exclude_extreme_loss","complete","village"
"application",-0.319049235171892,0.0791277076431883,-0.482360797161591,-0.155737673182193,0.000485865687322726,622,25,"tolerance3","resources","raw","exclude_reporting_conflict","complete","township"
"application",-0.319049235171892,0.0807686638053703,-0.478442736421709,-0.159655733922075,0.000112642832347411,622,178,"tolerance3","resources","raw","exclude_reporting_conflict","complete","village"
"application",-0.271203378590165,0.0692696893032591,-0.414168990707581,-0.128237766472748,0.000652681501878026,624,25,"tolerance3","conflict","log","retain","complete","township"
"application",-0.271203378590165,0.0794691361178252,-0.428032317566325,-0.114374439614005,0.000797239139478913,624,178,"tolerance3","conflict","log","retain","complete","village"
"application",-0.270713600258219,0.0700384666159031,-0.415265890765414,-0.126161309751024,0.000740209112983482,617,25,"tolerance3","conflict","log","exclude_extreme_loss","complete","township"
"application",-0.270713600258219,0.0801847224838687,-0.42895471830181,-0.112472482214628,0.000903654886430208,617,178,"tolerance3","conflict","log","exclude_extreme_loss","complete","village"
"application",-0.278740605421622,0.0697346604382387,-0.422665870795721,-0.134815340047522,0.000530702504868843,622,25,"tolerance3","conflict","log","exclude_reporting_conflict","complete","township"
"application",-0.278740605421622,0.0803617254510856,-0.43733103124557,-0.120150179597673,0.000657004894997612,622,178,"tolerance3","conflict","log","exclude_reporting_conflict","complete","village"
"application",-0.252899910624699,0.0744354638564577,-0.406527157412157,-0.099272663837241,0.002371699396158,624,25,"tolerance3","conflict","raw","retain","complete","township"
"application",-0.252899910624699,0.0794086372882433,-0.409609457749933,-0.0961903634994652,0.00171200830699797,624,178,"tolerance3","conflict","raw","retain","complete","village"
"application",-0.256331298257983,0.0740212794370805,-0.40910371041804,-0.103558886097927,0.00201902995515831,617,25,"tolerance3","conflict","raw","exclude_extreme_loss","complete","township"
"application",-0.256331298257983,0.080293157980561,-0.41478640911343,-0.0978761874025365,0.00166971734953436,617,178,"tolerance3","conflict","raw","exclude_extreme_loss","complete","village"
"application",-0.262540213236048,0.0742294297223047,-0.415742226470382,-0.109338200001715,0.00168158370305709,622,25,"tolerance3","conflict","raw","exclude_reporting_conflict","complete","township"
"application",-0.262540213236048,0.080073342111403,-0.420561526881481,-0.104518899590616,0.00125533677323094,622,178,"tolerance3","conflict","raw","exclude_reporting_conflict","complete","village"
"application",-0.251936269529421,0.0605911304653266,-0.376990216544225,-0.126882322514617,0.000353224913665285,622,25,"tolerance3","explanatory","log","retain","complete","township"
"application",-0.251936269529421,0.0745396208487684,-0.399037021097494,-0.104835517961348,0.000892088873753424,622,178,"tolerance3","explanatory","log","retain","complete","village"
"application",-0.252529133268317,0.0605290847638549,-0.377455024249098,-0.127603242287536,0.000340854410892881,624,25,"tolerance3","explanatory","log","retain","median_mode_sensitivity","township"
"application",-0.252529133268317,0.0742865953030213,-0.399130549750948,-0.105927716785685,0.000834505916676093,624,178,"tolerance3","explanatory","log","retain","median_mode_sensitivity","village"
"application",-0.253175433638459,0.06277600018386,-0.382738730122688,-0.123612137154229,0.00048473980216001,615,25,"tolerance3","explanatory","log","exclude_extreme_loss","complete","township"
"application",-0.253175433638459,0.0751238651329637,-0.401429166296667,-0.10492170098025,0.000922393001068808,615,178,"tolerance3","explanatory","log","exclude_extreme_loss","complete","village"
"application",-0.253726025797934,0.0626851421438128,-0.383101800503997,-0.12435025109187,0.000467130745976119,617,25,"tolerance3","explanatory","log","exclude_extreme_loss","median_mode_sensitivity","township"
"application",-0.253726025797934,0.0748690654084837,-0.401476922104903,-0.105975129490964,0.000864959003377963,617,178,"tolerance3","explanatory","log","exclude_extreme_loss","median_mode_sensitivity","village"
"application",-0.259682836283356,0.0621387456415293,-0.387930904034278,-0.131434768532434,0.000334812168537831,620,25,"tolerance3","explanatory","log","exclude_reporting_conflict","complete","township"
"application",-0.259682836283356,0.0760720520232997,-0.409807775188755,-0.109557897377957,0.000794623719638828,620,178,"tolerance3","explanatory","log","exclude_reporting_conflict","complete","village"
"application",-0.260309485592029,0.0620496071195787,-0.388373580475712,-0.132245390708347,0.000321409517022849,622,25,"tolerance3","explanatory","log","exclude_reporting_conflict","median_mode_sensitivity","township"
"application",-0.260309485592029,0.075798640880722,-0.409894859309112,-0.110724111874946,0.000740173162837449,622,178,"tolerance3","explanatory","log","exclude_reporting_conflict","median_mode_sensitivity","village"
"application",-0.250599047299695,0.0622979977310879,-0.379175795209194,-0.122022299390197,0.000497670755617934,622,25,"tolerance3","explanatory","raw","retain","complete","township"
"application",-0.250599047299695,0.0754619984993673,-0.399520071684932,-0.101678022914458,0.00108993761004005,622,178,"tolerance3","explanatory","raw","retain","complete","village"
"application",-0.250969300496964,0.0627875053236803,-0.38055634242272,-0.121382258571208,0.000530754047266276,624,25,"tolerance3","explanatory","raw","retain","median_mode_sensitivity","township"
"application",-0.250969300496964,0.0750196392944639,-0.399017347923593,-0.102921253070335,0.0010032575799701,624,178,"tolerance3","explanatory","raw","retain","median_mode_sensitivity","village"
"application",-0.254361275183829,0.0645185614928863,-0.387521041447306,-0.121201508920351,0.000609308454388904,615,25,"tolerance3","explanatory","raw","exclude_extreme_loss","complete","township"
"application",-0.254361275183829,0.0766676848250626,-0.405661669931372,-0.103060880436285,0.00110157667936928,615,178,"tolerance3","explanatory","raw","exclude_extreme_loss","complete","village"
"application",-0.254611215232796,0.0650828354765481,-0.388935585759517,-0.120286844706075,0.000657753077405435,617,25,"tolerance3","explanatory","raw","exclude_extreme_loss","median_mode_sensitivity","township"
"application",-0.254611215232796,0.0762536805083076,-0.405094590179948,-0.104127840285644,0.00102516913518031,617,178,"tolerance3","explanatory","raw","exclude_extreme_loss","median_mode_sensitivity","village"
"application",-0.259067600719311,0.0632232181227553,-0.389553909664361,-0.128581291774261,0.000411554848482083,620,25,"tolerance3","explanatory","raw","exclude_reporting_conflict","complete","township"
"application",-0.259067600719311,0.0769971390534854,-0.411018159286531,-0.107117042152091,0.000939731049332977,620,178,"tolerance3","explanatory","raw","exclude_reporting_conflict","complete","village"
"application",-0.259361100268308,0.063699707707276,-0.390830835381481,-0.127891365155136,0.00043960946951861,622,25,"tolerance3","explanatory","raw","exclude_reporting_conflict","median_mode_sensitivity","township"
"application",-0.259361100268308,0.0764876420288619,-0.410306188263094,-0.108416012273522,0.000859178107751158,622,178,"tolerance3","explanatory","raw","exclude_reporting_conflict","median_mode_sensitivity","village"
"application",-0.113091241819314,0.0834263356255085,-0.285274735918698,0.0590922522800694,0.187852536044303,624,25,"tolerance4","none","log","retain","complete","township"
"application",-0.113091241819314,0.0778161611616813,-0.266658105464218,0.0404756218255894,0.147907523410449,624,178,"tolerance4","none","log","retain","complete","village"
"application",-0.126699188242459,0.0787205929925014,-0.289170506890188,0.0357721304052701,0.12058782809177,617,25,"tolerance4","none","log","exclude_extreme_loss","complete","township"
"application",-0.126699188242459,0.0737727868457448,-0.272286625724838,0.0188882492399205,0.0876506660378606,617,178,"tolerance4","none","log","exclude_extreme_loss","complete","village"
"application",-0.11338349651607,0.0825328383684484,-0.283722902911789,0.0569559098796487,0.182200908237002,622,25,"tolerance4","none","log","exclude_reporting_conflict","complete","township"
"application",-0.11338349651607,0.0782092500051179,-0.26772610416992,0.0409591111377795,0.148899110014157,622,178,"tolerance4","none","log","exclude_reporting_conflict","complete","village"
"application",-0.232168998595313,0.0830519200045335,-0.403579736833116,-0.0607582603575105,0.0100342161042492,624,25,"tolerance4","background","log","retain","complete","township"
"application",-0.232168998595313,0.07686330234261,-0.383855436141618,-0.0804825610490076,0.00289683761136176,624,178,"tolerance4","background","log","retain","complete","village"
"application",-0.231817905755628,0.0845653211027582,-0.406352150343223,-0.057283661168033,0.0113741143715138,617,25,"tolerance4","background","log","exclude_extreme_loss","complete","township"
"application",-0.231817905755628,0.0773171581945915,-0.384400008401512,-0.079235803109744,0.00310594434214319,617,178,"tolerance4","background","log","exclude_extreme_loss","complete","village"
"application",-0.235282697396808,0.0840298864948045,-0.408711859267201,-0.0618535355264142,0.00992945155702696,622,25,"tolerance4","background","log","exclude_reporting_conflict","complete","township"
"application",-0.235282697396808,0.078624141206431,-0.390444075079767,-0.0801213197138484,0.00316236687717894,622,178,"tolerance4","background","log","exclude_reporting_conflict","complete","village"
"application",-0.263714545764518,0.0825544933961522,-0.434098645940767,-0.0933304455882694,0.00389281466208053,624,25,"tolerance4","resources","log","retain","complete","township"
"application",-0.263714545764518,0.0810192564170347,-0.42360258080849,-0.103826510720546,0.00135878564166448,624,178,"tolerance4","resources","log","retain","complete","village"
"application",-0.266364257600364,0.0835026602233382,-0.438705277927425,-0.0940232372733021,0.00393581181385599,617,25,"tolerance4","resources","log","exclude_extreme_loss","complete","township"
"application",-0.266364257600364,0.0815975436379365,-0.427393517725014,-0.105334997475714,0.0013169684793089,617,178,"tolerance4","resources","log","exclude_extreme_loss","complete","village"
"application",-0.265347159588847,0.0833864039644064,-0.437448238790319,-0.0932460803873753,0.00401026408672822,622,25,"tolerance4","resources","log","exclude_reporting_conflict","complete","township"
"application",-0.265347159588847,0.0819799974510782,-0.427131175945319,-0.103563143232375,0.00144338581042776,622,178,"tolerance4","resources","log","exclude_reporting_conflict","complete","village"
"application",-0.25345426610713,0.0811076502345438,-0.420852228763234,-0.0860563034510262,0.00460361299139758,624,25,"tolerance4","resources","raw","retain","complete","township"
"application",-0.25345426610713,0.0791099616337998,-0.409574389611162,-0.0973341426030985,0.00160861056911517,624,178,"tolerance4","resources","raw","retain","complete","village"
"application",-0.258458711254151,0.081854631879211,-0.427398368252246,-0.089519054256056,0.00425575563072633,617,25,"tolerance4","resources","raw","exclude_extreme_loss","complete","township"
"application",-0.258458711254151,0.0796439030203237,-0.415632545232647,-0.101284877275655,0.001403590068961,617,178,"tolerance4","resources","raw","exclude_extreme_loss","complete","village"
"application",-0.255196687238148,0.0820200712107415,-0.424477794234626,-0.0859155802416705,0.00475565225323038,622,25,"tolerance4","resources","raw","exclude_reporting_conflict","complete","township"
"application",-0.255196687238148,0.0802773570270267,-0.413620615588051,-0.0967727588882454,0.00174503001698758,622,178,"tolerance4","resources","raw","exclude_reporting_conflict","complete","village"
"application",-0.196930843077486,0.0791599846296024,-0.360309021493019,-0.0335526646619525,0.0201966265151105,624,25,"tolerance4","conflict","log","retain","complete","township"
"application",-0.196930843077486,0.081493492874465,-0.357754763473632,-0.0361069226813396,0.0166855072940542,624,178,"tolerance4","conflict","log","retain","complete","village"
"application",-0.193678193196699,0.0812583630248521,-0.361387211763939,-0.0259691746294586,0.0254109029784866,617,25,"tolerance4","conflict","log","exclude_extreme_loss","complete","township"
"application",-0.193678193196699,0.0828357507922567,-0.357151002147107,-0.0302053842462904,0.0204996439118058,617,178,"tolerance4","conflict","log","exclude_extreme_loss","complete","village"
"application",-0.197130594706364,0.0799612311632671,-0.362162464690237,-0.0320987247224907,0.021226657896833,622,25,"tolerance4","conflict","log","exclude_reporting_conflict","complete","township"
"application",-0.197130594706364,0.0823251406889855,-0.359595736471265,-0.0346654529414623,0.0176856873078875,622,178,"tolerance4","conflict","log","exclude_reporting_conflict","complete","village"
"application",-0.184459077355714,0.0785795215608701,-0.346639238878612,-0.0222789158328156,0.0274855969110196,624,25,"tolerance4","conflict","raw","retain","complete","township"
"application",-0.184459077355714,0.0810285816614494,-0.344365515370433,-0.0245526393409951,0.0240153699481178,624,178,"tolerance4","conflict","raw","retain","complete","village"
"application",-0.184362559555395,0.0808725274532927,-0.351275252641468,-0.0174498664693207,0.0318076266455558,617,25,"tolerance4","conflict","raw","exclude_extreme_loss","complete","township"
"application",-0.184362559555395,0.0823685590569913,-0.346913385611318,-0.0218117334994707,0.0264504020743442,617,178,"tolerance4","conflict","raw","exclude_extreme_loss","complete","village"
"application",-0.184853617455888,0.0796393068643637,-0.349221068342301,-0.0204861665694744,0.0290941429364011,622,25,"tolerance4","conflict","raw","exclude_reporting_conflict","complete","township"
"application",-0.184853617455888,0.082173030020061,-0.347018575325761,-0.0226886595860145,0.0257086039953854,622,178,"tolerance4","conflict","raw","exclude_reporting_conflict","complete","village"
"application",-0.16880904161493,0.0735567049895729,-0.320622619241006,-0.0169954639888533,0.0307817971283124,622,25,"tolerance4","explanatory","log","retain","complete","township"
"application",-0.16880904161493,0.0794490792048673,-0.325598399131771,-0.0120196840980883,0.0349958028145067,622,178,"tolerance4","explanatory","log","retain","complete","village"
"application",-0.171045937362777,0.0736133589363253,-0.322976442988066,-0.0191154317374872,0.0289414844606459,624,25,"tolerance4","explanatory","log","retain","median_mode_sensitivity","township"
"application",-0.171045937362777,0.0790273739289577,-0.327003077565924,-0.0150887971596289,0.0317741078632156,624,178,"tolerance4","explanatory","log","retain","median_mode_sensitivity","village"
"application",-0.165988698562006,0.0747759273991137,-0.320318627565438,-0.0116587695585733,0.0361318903406326,615,25,"tolerance4","explanatory","log","exclude_extreme_loss","complete","township"
"application",-0.165988698562006,0.0803191900947381,-0.324495182680648,-0.00748221444336331,0.0402267131541609,615,178,"tolerance4","explanatory","log","exclude_extreme_loss","complete","village"
"application",-0.168176884783541,0.0747857040043643,-0.322526991708488,-0.0138267778585947,0.0339763903786909,617,25,"tolerance4","explanatory","log","exclude_extreme_loss","median_mode_sensitivity","township"
"application",-0.168176884783541,0.0798905554124347,-0.325837476701539,-0.0105162928655436,0.0366947564570941,617,178,"tolerance4","explanatory","log","exclude_extreme_loss","median_mode_sensitivity","village"
"application",-0.168625289608694,0.0738695773745333,-0.321084604100063,-0.0161659751173246,0.0315987611234992,620,25,"tolerance4","explanatory","log","exclude_reporting_conflict","complete","township"
"application",-0.168625289608694,0.0799825925548812,-0.326467512888267,-0.010783066329121,0.0364148119262073,620,178,"tolerance4","explanatory","log","exclude_reporting_conflict","complete","village"
"application",-0.170891042118981,0.0739364283935048,-0.323488330332249,-0.0182937539057124,0.029716351216011,622,25,"tolerance4","explanatory","log","exclude_reporting_conflict","median_mode_sensitivity","township"
"application",-0.170891042118981,0.0795602864706978,-0.327899862415445,-0.0138822218225161,0.033077979060713,622,178,"tolerance4","explanatory","log","exclude_reporting_conflict","median_mode_sensitivity","village"
